taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
20863,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Stochomys,Stochomys longicaudatus,"(Tullberg, 1893)",,,,LC,Target Rat
20873,ANIMALIA,ARTHROPODA,BRANCHIOPODA,ANOSTRACA,STREPTOCEPHALIDAE,Streptocephalus,Streptocephalus dendyi,"Barnard, 1929",,,,EN,
20915,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Strongylognathus,Strongylognathus alboini,"(Finzi, 1924)",,,,VU,
20926,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Strongylognathus,Strongylognathus huberi,"Forel, 1874",,,,VU,
20936,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Strongylognathus,Strongylognathus rehbinderi,"(Forel, 1904)",,,,VU,
20950,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,Sturnira bidens,"Thomas, 1915",,,,LC,Bidentate Yellow-shouldered Bat
20973,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Stygobromus,Stygobromus araeus,"(Holsinger, 1969)",,,,VU,Tidewater Interstitial Amphipod
20984,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Stygobromus,Stygobromus emarginatus,"(Hubricht, 1943)",,,,VU,Greenbrier Cave Amphipod
20994,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Stygobromus,Stygobromus longipes,"(Holsinger, 1966)",,,,VU,Long-legged Cave Amphipod
21005,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Stygobromus,Stygobromus pizzinii,"(Shoemaker, 1938)",,,,VU,Pizzini's Amphipod
21015,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Stygodiaptomus,Stygodiaptomus kieferi,"Petkovski, 1981",,,,VU,
21119,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Stylurus,Stylurus townesi,"Gloyd, 1936",,,,LC,Townes's Clubtail
21130,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUCCINEIDAE,Succinea,Succinea piratarum,"Quadras and Moellendorff, 1894",,,,EN,
21144,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus hosei,"Thomas, 1893",,,,DD,Bornean Pygmy Shrew
21155,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus hippurus,"(I. Geoffroy, 1831)",,,,NT,Horse-tailed Squirrel
21168,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Speonectes,Speonectes tiomanensis,"(Kottelat, 1990)",,,,CR,
21185,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Syconycteris,Syconycteris australis,"(Peters, 1867)",,,,LC,Common Blossom Bat
21220,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sylvisorex,Sylvisorex isabellae,"Heim de Balsac, 1968",,,,VU,Bioko Forest Shrew
21260,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Syntheosciurus,Syntheosciurus brochus,"Bangs, 1902",,,,DD,Bangs's Mountain Squirrel
21308,ANIMALIA,ARTHROPODA,MEROSTOMATA,XIPHOSURA,LIMULIDAE,Tachypleus,Tachypleus gigas,"(Müller, 1785)",,,,DD,Horseshoe Crab
21328,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,Taeromys arcuatus,"(Tate &amp; Archbold, 1935)",,,,LC,Southeastern Mountain Taeromys
21338,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Taipidon,Taipidon anceyana,"Garrett, 1887",,,,EX,
21356,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,Neotamias bulleri,"(J.A. Allen, 1889)",,,,VU,Buller's Chipmunk
21382,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,Tamiops swinhoei,"(Milne-Edwards, 1874)",,,,LC,Swinhoe's Striped Squirrel
21458,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous kapalgensis,"McKean &amp; Friend, 1979",,,,LC,Arnhem Sheath-tailed Bat
21473,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,Tapirus pinchaque,"(Roulin, 1829)",,,,EN,Mountain Tapir
21497,ANIMALIA,ARTHROPODA,ARACHNIDA,PSEUDOSCORPIONES,NEOBISIIDAE,Tartarocreagris,Tartarocreagris texana,"Muchmore, 1969",,,,DD,Tooth Cave Pseudoscorpion
21512,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,Gerbilliscus guineae,"(Thomas, 1910)",,,,LC,Guinea Gerbil
21522,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,Taterillus congicus,"Thomas, 1915",,,,LC,Congo Tateril
21533,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Taudactylus,Taudactylus pleione,"Czechura, 1986",,,,CR,Kroombit Tinker Frog
21569,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Teleutomyrmex,Teleutomyrmex schneideri,"Klutter, 1950",,,,VU,
21579,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,TELMATHERINIDAE,Telmatherina,Telmatherina sarasinorum,"Kottelat, 1991",,,,NT,
21626,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,EUCONULIDAE,Tengchiena,Tengchiena euroxestus,"(Iredale, 1937)",,,,DD,
21650,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Testudo,Testudo hermanni ssp. hermanni,"Gmelin, 1789",ssp.,hermanni,,EN,Western Hermann's Tortoise
21668,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Tetramorium,Tetramorium parasiticum,"Bolton, 1980",,,,VU,
21694,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thalpomys,Thalpomys cerradensis,"Hershkovitz, 1990",,,,LC,Cerrado Mouse
21714,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,UROCYCLIDAE,Thapsia,Thapsia buraensis,Verdcourt,,,,EN,
21733,ANIMALIA,ARTHROPODA,HEXANAUPLIA,CYCLOPOIDA,CYCLOPIDAE,Thermocyclops,Thermocyclops parvus,"Reid, 1989",,,,LR/cd,
21743,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,SPHAEROMATIDAE,Thermosphaeroma,Thermosphaeroma macrura,"Bowman, 1985",,,,CR,
21754,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Thestor,Thestor pringlei,"Dickson, 1976",,,,LC,Pringle's Skolly
21778,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,Thomasomys incanus,"(Thomas, 1894)",,,,LC,Inca Oldfield Mouse
21791,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,Thomasomys silvestris,"Anthony, 1924",,,,LC,Forest Oldfield Mouse
21839,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Thrichomys,Thrichomys apereoides,"(Lund, 1839)",,,,LC,Common Punare
21860,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Thunnus thynnus,"(Linnaeus, 1758)",,,,LC,Atlantic Bluefin Tuna
21877,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,THYROPTERIDAE,Thyroptera,Thyroptera discifera,"(Lichtenstein &amp; Peters, 1855)",,,,LC,Peters's Disk-winged Bat
21895,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Coptodon,Coptodon spongotroktis,"(Stiassny, Schliewen &amp; Dominey, 1992)",,,,CR,
21917,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Tirumala,Tirumala gautama,"(Moore, 1877)",,,,LR/lc,Scarce Blue Tiger
21981,ANIMALIA,CHORDATA,REPTILIA,CROCODYLIA,CROCODYLIDAE,Tomistoma,Tomistoma schlegelii,"(Müller, 1838)",,,,EN,False Gharial
21996,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Tornelasmias,Tornelasmias capricorni,"Iredale, 1944",,,,EX,
22027,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Trachemys,Trachemys terrapen,"(Bonnatere, 1789)",,,,VU,Jamaican Slider
22046,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Tragelaphus,Tragelaphus buxtoni,"(Lydekker, 1910)",,,,EN,Mountain Nyala
22058,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Tragelaphus,Tragelaphus eurycerus ssp. eurycerus,"(Ogilbyi, 1837)",ssp.,eurycerus,,NT,Lowland Bongo
22105,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,TRICHECHIDAE,Trichechus,Trichechus manatus ssp. manatus,"Linnaeus, 1758",ssp.,manatus,,EN,Greater Caribbean Manatee
22124,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,TRICHOMYCTERIDAE,Trichomycterus,Trichomycterus rivulatus,"Valenciennes, 1846",,,,LC,Bagre de la Puna
22140,ANIMALIA,MOLLUSCA,BIVALVIA,CARDIIDA,CARDIIDAE,Tridacna,Tridacna squamosa,"Lamarck, 1819",,,,LR/cd,Fluted Giant Clam
22194,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Triodopsis,Triodopsis platysayoides,"(Brooks, 1933)",,,,DD,Flat-spired Three-toothed Snail
22218,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Trochidrobia,Trochidrobia inflata,"Ponder, Hershler &amp; Jenkins, 1989",,,,EN,
22251,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GEOMITRIDAE,Xerocrassa,Xerocrassa montserratensis ssp. betulonensis,"Bofill, 1879",ssp.,betulonensis,,LR/nt,
22262,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Trochomorpha,Trochomorpha melvillensis,"Solem, 1989",,,,LR/nt,
22305,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Troides,Troides dohertyi,"(Rippon, 1893)",,,,VU,Talaud Black Birdwing
22347,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Tropidoptera,Tropidoptera heliciformis,"Ancey, 1890",,,,CR,
22375,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Tropodiaptomus,Tropodiaptomus simplex,"(G.O. Sars, 1909)",,,,VU,
22417,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Tryonia,Tryonia clathrata,"Stimpson, 1865",,,,DD,Grated Tryonia
22428,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Tryonia,Tryonia quitobaquitae,"Hershler, 1988",,,,DD,Quitabaquito Tryonia
22544,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Turgenitubulus,Turgenitubulus aslini,"Solem, 1985",,,,VU,
22571,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Tylomys,Tylomys fulviventer,"Anthony, 1916",,,,DD,Fulvous-bellied Climbing Rat
22593,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Typhlatya,Typhlatya monae,"Chace, 1954",,,,LC,Mona Cave Shrimp
22701,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Typhlosaurus,Typhlosaurus lomiae,"Haacke, 1986",,,,NT,Lomi's Blind Legless Skink
22770,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,PHREATOICIDAE,Uramphisopus,Uramphisopus pearsoni,"Nicholls, 1943",,,,VU,
22803,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Uromys,Uromys imperator,"(Thomas, 1888)",,,,CR,Emperor Rat
22828,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,RHAPHIDOPHORIDAE,Utabaenetes,Utabaenetes tanneri,"Tinkham, 1970",,,,VU,Tanner's Black Camel Cricket
22838,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyriscus,Vampyriscus brocki,"(Peterson, 1968)",,,,LC,Brock's Yellow-eared Bat
22918,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Varecia,Varecia variegata,"(Kerr, 1792)",,,,CR,Black-and-white Ruffed Lemur
22940,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VERTIGINIDAE,Vertigo,Vertigo geyeri,"Lindholm, 1925",,,,LC,Geyer’s Whorl Snail
22951,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,RHYTIDIDAE,Victaphanta,Victaphanta compacta,"(Cox &amp; Hedley, 1912)",,,,EN,
22971,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Vidumelon,Vidumelon wattii,"Tate, 1894",,,,VU,
22992,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Montivipera,Montivipera latifii,"(Mertens, Darevsky &amp; Klemmer, 1967)",,,,EN,Latifi's Viper
23032,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea inae,"de Winter &amp; Ripken, 1991",,,,DD,
23045,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MARGINELLIDAE,Volvarina,Volvarina insulana,"Gofas &amp; Fernandes, 1988",,,,DD,
23065,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Mugilogobius,Mugilogobius amadi,"(Weber, 1913)",,,,CR,Poso Bungu
23077,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Wilfredomys,Wilfredomys oenax,"(Thomas, 1928)",,,,EN,Greater Wilfred's Mouse
23116,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Xenoophorus,Xenoophorus captivus,"(Hubbs, 1924)",,,,EN,Relict Splitfin
23142,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GEOMITRIDAE,Xerosecta,Xerosecta adolfi,"Pfeiffer, 1854",,,,EN,
23158,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Xiphophorus,Xiphophorus meyeri,"Schartl &amp; Schröder, 1988",,,,EW,Marbled Swordtail
23192,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Zapus,Zapus trinotatus,"Rhoads, 1895",,,,LC,Point Reyes Jumping Mouse
23211,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,ZIPHIIDAE,Ziphius,Ziphius cavirostris,"G. Cuvier, 1823",,,,LC,Cuvier's Beaked Whale
23324,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Zyzomys,Zyzomys pedunculatus,"(Waite, 1896)",,,,CR,Central Rock-rat
26156,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Nyctixalus,Nyctixalus spinosus,"(Taylor, 1920)",,,,LC,Spiny Indonesian Treefrog
29405,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Euryoryzomys,Euryoryzomys russatus,"(Wagner, 1848)",,,,LC,Russet Rice Rat
29418,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys stramineus,"Bonvicino &amp; Weksler, 1998",,,,LC,
29433,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,Boophis lichenoides,"Vallan, Glaw, Andreone &amp; Cadle, 1998",,,,LC,
29448,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Ctenotus,Ctenotus rimacolus,"Horner &amp; Fisher, 1998",,,,LC,Black-Soil Ctenotus
29458,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Crunomys,Crunomys suncoides,"Rickart, Heaney, Tabaranza Jr. &amp; Balete, 1998",,,,DD,Katanglad Shrew Mouse
29470,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus tonyi,"Estrada &amp; Hedges, 1997",,,,VU,Cabo Cruz Frog
29482,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iranolacerta,Iranolacerta zagrosica,"(Rastegar-Pouyani and Nilson, 1998)",,,,LC,Zagros Mountain Lacerta
29600,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Epigomphus,Epigomphus verticicornis,"Calvert, 1908",,,,EN,Cartago Knobtail
29613,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,HEMISINIDAE,Aylacostoma,Aylacostoma stigmaticum,"Hylton-Scot, 1953",,,,EW,
29624,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,Hemicycla glyceia ssp. glyceia,"(Mabille, 1882)",ssp.,glyceia,,LR/lc,
29658,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Neomys,Neomys fodiens,"(Pennant, 1771)",,,,LC,Eurasian Water Shrew
29668,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,Sorex raddei,"Satunin, 1895",,,,LC,Radde's Shrew
29730,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Rousettus,Rousettus aegyptiacus,"(É. Geoffroy, 1810)",,,,LC,Egyptian Fruit Bat
30315,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Rhamnus,Rhamnus intermedia,Steud. &amp; Hochst.,,,,LC,
30326,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Juniperus,Juniperus brevifolia,(Seub.) Antoine,,,,VU,Azores Juniper
30337,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,Sorbus aucuparia subsp. maderensis,(Lowe) McAll.,subsp.,maderensis,,CR,Madeira Mountain Ash
30347,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Euphorbia,Euphorbia zoutpansbergensis,R.A.Dyer,,,,LR/nt,
30357,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE,Pseudosalacia,Pseudosalacia streyi,Codd,,,,EN,Rock Lemon
30367,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Roystonea,Roystonea dunlapiana,P.H.Allen,,,,LC,Palma real mexicana
30380,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Bidens,Bidens hendersonensis var. hendersonensis,,var.,hendersonensis,,VU,
30391,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Sophora,Sophora masafuerana,(Phil.) Skottsb.,,,,CR,Leña Dura
30401,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Medemia,Medemia argun,(Mart.) Württemb. ex H.Wendl.,,,,VU,
30411,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,Lannea,Lannea transulta,(Balf. f.) A.R. Smith,,,,NT,
30421,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Croton,Croton socotranus,Balf. f.,,,,LC,
30434,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Clerodendrum,Clerodendrum galeatum,Balf. f.,,,,VU,
30445,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Balsamocitrus,Balsamocitrus camerunensis,Letouzey,,,,DD,
30456,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendroseris,Dendroseris litoralis,Skottsb.,,,,CR,
30468,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CANELLALES,WINTERACEAE,Drimys,Drimys confertifolia,Phil.,,,,EN,Canelo de Juan Fernández
30479,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Pseudopanax,Pseudopanax gilliesii,Kirk,,,,LR/nt,
30489,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Carmichaelia,Carmichaelia carmichaeliae,(Hook.f.) Heenan,,,,LR/nt,Pink broom
30499,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Polyscias,Polyscias sechellarum var. sechellarum,,var.,sechellarum,,EN,
30509,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,PANDANALES,PANDANACEAE,Pandanus,Pandanus multispicatus,Balf.f.,,,,NT,
30519,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,Northia,Northia seychellana,Hook.f.,,,,VU,Capucin Tree
30529,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Dracaena,Dracaena floribunda,Baker,,,,EN,
30539,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,EBENACEAE,Diospyros,Diospyros egrettarum,I.Richardson,,,,EN,Bois d'ébène de l'île aux Aigrettes
30549,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,EBENACEAE,Diospyros,Diospyros neraudii,A.DC.,,,,VU,Bois d'ébène feuilles
30559,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Zanthoxylum,Zanthoxylum heterophyllum,(Lam.) Sm.,,,,CR,Bois de catafaille nois
30570,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,Parmentiera,Parmentiera morii,A.H.Gentry,,,,DD,
30581,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,CAPPARACEAE,Quadrella,Quadrella mirifica,(Standl.) Iltis &amp; Cornejo,,,,CR,
30592,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,Clusia,Clusia cupulata,(Maguire) Maguire,,,,VU,
30602,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Browneopsis,Browneopsis excelsa,Pittier,,,,LC,Cruceto
30613,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Macrolobium,Macrolobium pittieri,(Rose) Schery,,,,LC,Guasca
30623,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES,MENISPERMACEAE,Hyperbaena,Hyperbaena allenii,Standl.,,,,EN,
30638,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,Ardisia,Ardisia subsessilifolia,Lundell,,,,DD,Hoja Lisa
30649,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Rhamnidium,Rhamnidium caloneurum,Standl.,,,,DD,
30660,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Oreopanax,Oreopanax oerstedianus,Marchal,,,,LC,
30672,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,Manilkara,Manilkara spectabilis,(Pittier) Standl.,,,,EN,
30683,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Inga,Inga micheliana,Harms,,,,LC,Chalúm
30694,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DIPSACALES,VIBURNACEAE,Viburnum,Viburnum subpubescens,Lundell,,,,CR,
30708,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Allenanthus,Allenanthus hondurensis,Standley,,,,VU,
30724,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,TAXACEAE,Taxus,Taxus globosa,Schltdl.,,,,EN,Mesoamerican Yew
30735,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus peninsularis,Trel.,,,,NT,Pacific Emory Oak
30747,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe eminens,Reynolds &amp; P.R.O.Bally,,,,EN,
30758,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,Magnolia schiedeana,Schltl.,,,,VU,
30768,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Clermontia tuberculata,C.N.Forbes,,,,EN,Haleakala Clermontia
30779,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,PITTOSPORACEAE,Pittosporum,Pittosporum napaliense,Sherff,,,,CR,
30790,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,Garcinia,Garcinia quaesita,Pierre,,,,VU,
30800,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,Calophyllum,Calophyllum cordato-oblongum,Thwaites,,,,VU,
30810,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,Hopea jucunda,Thwaites,,,,CR,
30820,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Shorea,Shorea disticha,(Thwaites) P.S.Ashton,,,,VU,
30830,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Stemonoporus,Stemonoporus elegans,(Thwaites) Alston,,,,EN,
30840,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Vatica,Vatica affinis,Thwaites,,,,EN,
30851,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,EBENACEAE,Diospyros,Diospyros rheophytica,Kosterm.,,,,CR,
